CustomerID,FirstPurchase,LastPurchase,Frequency,TotalRevenue,Lifespan,AvgPurchaseValue,CLV,Recency,RevenuePerDay,TenureMonths,CLV_Segment
12432.0,2011-06-20 13:27:00,2011-10-28 11:43:00,108,5059.32,130,46.845555555555556,1801.9495890410956,42,38.91784615384615,4.333333333333333,High Value
12433.0,2010-12-01 13:24:00,2011-12-09 10:02:00,420,13375.87,373,31.847309523809525,13669.039753424657,0,35.86024128686327,12.433333333333334,High Value
12434.0,2011-03-24 13:05:00,2011-09-16 12:38:00,50,806.14,176,16.122799999999998,388.7140821917808,84,4.580340909090909,5.866666666666666,Medium Value
12435.0,2011-03-17 07:40:00,2011-09-21 09:06:00,36,7829.89,189,217.49694444444447,4054.3813972602743,79,41.42798941798942,6.3,High Value
12436.0,2011-09-01 12:09:00,2011-09-01 12:09:00,16,509.01,1,31.813125,1.3945479452054794,99,509.01,0.03333333333333333,Low Value
12437.0,2011-01-12 14:13:00,2011-12-08 11:35:00,199,4951.41,330,24.88145728643216,4476.6172602739725,1,15.004272727272728,11.0,High Value
12438.0,2011-07-22 13:29:00,2011-11-25 13:28:00,98,2906.85,126,29.66173469387755,1003.4605479452056,13,23.070238095238093,4.2,High Value
12441.0,2010-12-08 10:45:00,2010-12-08 10:45:00,11,173.55,1,15.77727272727273,0.4754794520547946,366,173.55,0.03333333333333333,Low Value
12442.0,2011-12-06 14:22:00,2011-12-06 14:22:00,12,172.06,1,14.338333333333333,0.4713972602739726,2,172.06,0.03333333333333333,Low Value
12444.0,2011-06-21 14:00:00,2011-11-18 13:23:00,176,5005.46,150,28.440113636363638,2057.0383561643835,20,33.369733333333336,5.0,High Value
12445.0,2011-11-17 18:43:00,2011-11-17 18:43:00,4,133.4,1,33.35,0.36547945205479454,21,133.4,0.03333333333333333,Low Value
12446.0,2011-10-13 12:50:00,2011-10-13 12:50:00,57,1002.3100000000001,1,17.584385964912283,2.746054794520548,57,1002.3100000000001,0.03333333333333333,Medium Value
12447.0,2011-04-10 13:25:00,2011-04-10 13:25:00,26,476.49,1,18.326538461538462,1.3054520547945205,242,476.49,0.03333333333333333,Low Value
12448.0,2011-10-26 13:46:00,2011-10-26 13:46:00,22,449.45,1,20.429545454545455,1.2313698630136987,43,449.45,0.03333333333333333,Low Value
12449.0,2011-06-05 15:37:00,2011-11-17 13:46:00,191,4067.29,165,21.294712041884818,1838.6379452054796,21,24.650242424242425,5.5,High Value
12450.0,2011-06-19 14:36:00,2011-07-06 14:41:00,8,197.88,18,24.735,9.758465753424657,155,10.993333333333332,0.6,Medium Value
12451.0,2011-01-19 09:05:00,2011-11-29 08:40:00,354,9035.52,314,25.524067796610172,7773.022684931508,10,28.775541401273887,10.466666666666667,High Value
12452.0,2011-11-23 08:05:00,2011-11-23 10:28:00,22,430.57,1,19.571363636363635,1.1796438356164383,16,430.57,0.03333333333333333,Low Value
12453.0,2011-07-28 14:08:00,2011-07-28 14:08:00,43,707.09,1,16.443953488372095,1.9372328767123292,133,707.09,0.03333333333333333,Low Value
12454.0,2011-10-14 17:13:00,2011-10-14 17:13:00,15,3528.34,1,235.22266666666667,9.66668493150685,55,3528.34,0.03333333333333333,Medium Value
12455.0,2011-02-16 09:56:00,2011-09-27 15:31:00,90,2466.86,224,27.409555555555556,1513.9086027397261,72,11.012767857142858,7.466666666666667,High Value
12456.0,2011-03-30 09:12:00,2011-10-26 14:41:00,125,3181.04,211,25.44832,1838.9025753424655,43,15.07601895734597,7.033333333333333,High Value
12457.0,2011-04-14 18:57:00,2011-10-04 13:13:00,62,2363.23,173,38.11661290322581,1120.1062739726028,65,13.660289017341041,5.766666666666667,High Value
12458.0,2011-02-28 10:55:00,2011-09-29 15:25:00,38,947.4,214,24.931578947368422,555.4619178082193,70,4.427102803738317,7.133333333333334,High Value
12461.0,2011-07-08 10:23:00,2011-09-06 16:57:00,35,826.88,61,23.62514285714286,138.19090410958904,93,13.555409836065573,2.033333333333333,Medium Value
12462.0,2011-02-09 14:44:00,2011-11-21 09:11:00,62,1189.59,285,19.186935483870965,928.8579452054794,18,4.1739999999999995,9.5,High Value
12463.0,2011-04-12 12:47:00,2011-10-17 13:44:00,83,1344.78,189,16.202168674698793,696.3381369863013,52,7.115238095238095,6.3,High Value
12464.0,2011-02-03 13:30:00,2011-11-29 13:33:00,29,1212.05,300,41.79482758620689,996.2054794520546,9,4.040166666666667,10.0,High Value
12465.0,2011-06-23 13:37:00,2011-11-22 16:34:00,47,742.1899999999999,153,15.79127659574468,311.1097808219178,16,4.850915032679739,5.1,Medium Value
12468.0,2011-01-27 13:29:00,2011-06-05 11:36:00,38,729.5400000000001,129,19.19842105263158,257.83742465753426,187,5.655348837209303,4.3,Medium Value
12471.0,2010-12-10 09:35:00,2011-12-07 15:43:00,459,19788.65,363,43.11252723311547,19680.219041095894,1,54.5141873278237,12.1,High Value
12472.0,2010-12-05 14:19:00,2011-11-07 14:01:00,339,6572.11,337,19.386755162241887,6067.948136986301,31,19.501810089020772,11.233333333333333,High Value
12473.0,2011-06-01 10:15:00,2011-11-10 13:46:00,167,3928.0499999999997,163,23.52125748502994,1754.1702739726027,28,24.09846625766871,5.433333333333334,High Value
12474.0,2011-01-14 10:06:00,2011-11-22 14:39:00,422,7324.09,313,17.355663507109004,6280.657999999999,16,23.39964856230032,10.433333333333334,High Value
12475.0,2011-10-17 10:10:00,2011-10-17 10:10:00,36,723.38,1,20.093888888888888,1.9818630136986302,53,723.38,0.03333333333333333,Low Value
12476.0,2010-12-13 14:39:00,2011-11-24 12:40:00,233,6816.42,346,29.255021459227468,6461.592657534246,15,19.70063583815029,11.533333333333333,High Value
12477.0,2011-02-11 12:45:00,2011-11-17 09:51:00,300,13219.74,279,44.065799999999996,10104.951945205477,22,47.38258064516129,9.3,High Value
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,36,680.99,1,18.91638888888889,1.8657260273972602,3,680.99,0.03333333333333333,Low Value
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,31,527.2,1,17.006451612903227,1.4443835616438359,10,527.2,0.03333333333333333,Low Value
12480.0,2011-01-07 15:27:00,2011-11-11 14:52:00,154,3281.63,308,21.309285714285714,2769.156273972603,27,10.654642857142857,10.266666666666667,High Value
12481.0,2010-12-09 10:13:00,2011-11-17 08:29:00,216,5579.82,343,25.8325,5243.502082191781,22,16.267696793002916,11.433333333333334,High Value
12483.0,2011-01-04 14:20:00,2011-11-22 17:02:00,75,2484.98,323,33.133066666666664,2199.037095890411,16,7.69343653250774,10.766666666666667,High Value
12484.0,2011-01-07 14:04:00,2011-11-07 11:37:00,343,4527.32,304,13.199183673469387,3770.6993972602736,32,14.892499999999998,10.133333333333333,High Value
12488.0,2011-09-25 10:34:00,2011-11-30 08:50:00,55,1298.66,66,23.612000000000002,234.82619178082194,9,19.67666666666667,2.2,Medium Value
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,15,334.93,1,22.328666666666667,0.9176164383561644,335,334.93,0.03333333333333333,Low Value
12490.0,2011-01-14 09:13:00,2011-12-04 16:07:00,245,5417.93,325,22.114,4824.1842465753425,4,16.670553846153847,10.833333333333334,High Value
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,26,460.40000000000003,1,17.70769230769231,1.2613698630136987,38,460.40000000000003,0.03333333333333333,Low Value
12492.0,2011-08-26 14:51:00,2011-10-07 15:15:00,20,263.21000000000004,43,13.160500000000003,31.00830136986302,62,6.121162790697675,1.4333333333333333,Medium Value
12493.0,2011-05-26 14:53:00,2011-06-27 10:17:00,22,433.74,32,19.715454545454545,38.0265205479452,165,13.554375,1.0666666666666667,Medium Value
12494.0,2010-12-09 11:31:00,2011-11-24 09:34:00,77,1246.1000000000001,350,16.183116883116885,1194.890410958904,15,3.5602857142857145,11.666666666666666,High Value
12497.0,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1043.1,1,74.50714285714285,2.857808219178082,81,1043.1,0.03333333333333333,Medium Value
12498.0,2011-10-13 09:30:00,2011-11-18 12:53:00,23,403.70000000000005,37,17.55217391304348,40.923013698630136,20,10.910810810810812,1.2333333333333334,Medium Value
12500.0,2011-01-10 09:48:00,2011-11-16 16:20:00,61,4257.82,311,69.80032786885245,3627.8959452054796,22,13.690739549839227,10.366666666666667,High Value
12501.0,2011-01-07 12:28:00,2011-01-07 12:28:00,149,2169.39,1,14.559664429530201,5.943534246575342,336,2169.39,0.03333333333333333,Medium Value
12502.0,2011-02-03 10:41:00,2011-09-05 11:52:00,147,3723.87,215,25.332448979591835,2193.5124657534247,95,17.32032558139535,7.166666666666667,High Value
12504.0,2011-11-09 14:56:00,2011-11-21 16:02:00,9,482.04999999999995,13,53.5611111111111,17.16890410958904,17,37.08076923076923,0.43333333333333335,Medium Value
12506.0,2011-04-21 08:54:00,2011-04-21 08:54:00,23,73.5,1,3.1956521739130435,0.20136986301369864,232,73.5,0.03333333333333333,Low Value
12507.0,2011-02-14 09:24:00,2011-07-28 17:09:00,21,1304.81,165,62.13380952380952,589.8456164383562,133,7.907939393939394,5.5,High Value
12508.0,2011-11-10 16:27:00,2011-11-13 15:37:00,68,397.88,3,5.851176470588236,3.2702465753424654,25,132.62666666666667,0.1,Medium Value
12509.0,2011-02-28 14:45:00,2011-02-28 14:45:00,7,176.5,1,25.214285714285715,0.48356164383561645,283,176.5,0.03333333333333333,Low Value
12510.0,2011-01-18 14:04:00,2011-07-20 10:15:00,33,982.5699999999999,183,29.774848484848484,492.6309863013699,142,5.369234972677595,6.1,Medium Value
12512.0,2011-10-04 14:53:00,2011-10-04 14:55:00,31,132.18,1,4.263870967741935,0.36213698630136987,65,132.18,0.03333333333333333,Low Value
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,35,612.29,1,17.494,1.6775068493150684,112,612.29,0.03333333333333333,Low Value
12514.0,2011-03-17 16:38:00,2011-03-17 16:38:00,51,1017.68,1,19.954509803921567,2.788164383561644,266,1017.68,0.03333333333333333,Medium Value
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,16,383.7,1,23.98125,1.0512328767123287,352,383.7,0.03333333333333333,Low Value
12516.0,2011-06-12 11:37:00,2011-09-23 09:13:00,26,1312.06,103,50.46384615384615,370.2525479452055,77,12.738446601941748,3.433333333333333,Medium Value
12517.0,2011-06-02 15:13:00,2011-11-11 14:04:00,279,2481.6,162,8.894623655913978,1101.4224657534246,27,15.318518518518518,5.4,High Value
12518.0,2011-08-21 13:18:00,2011-12-09 10:13:00,124,2056.89,110,16.58782258064516,619.8846575342465,0,18.698999999999998,3.6666666666666665,High Value
12519.0,2011-10-07 09:26:00,2011-10-07 09:26:00,17,330.84,1,19.461176470588235,0.9064109589041095,63,330.84,0.03333333333333333,Low Value
12520.0,2011-03-11 11:35:00,2011-09-21 15:23:00,152,2634.26,195,17.330657894736845,1407.344383561644,78,13.509025641025643,6.5,High Value
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,38,599.68,1,15.781052631578946,1.642958904109589,142,599.68,0.03333333333333333,Low Value
12522.0,2011-10-19 14:41:00,2011-10-31 15:30:00,12,192.72,13,16.06,6.863999999999999,38,14.824615384615385,0.43333333333333335,Medium Value
12523.0,2011-01-12 09:43:00,2011-11-20 12:55:00,106,1789.77,313,16.884622641509434,1534.7890684931508,18,5.7181150159744405,10.433333333333334,High Value
12524.0,2011-01-10 10:35:00,2011-11-30 15:31:00,144,4485.72,325,31.150833333333335,3994.134246575343,8,13.802215384615385,10.833333333333334,High Value
12526.0,2011-09-06 14:19:00,2011-12-09 12:09:00,71,1316.66,94,18.54450704225352,339.0850410958904,0,14.007021276595745,3.1333333333333333,Medium Value
12527.0,2011-01-18 12:05:00,2011-09-19 11:55:00,18,348.71000000000004,244,19.37277777777778,233.1102465753425,81,1.4291393442622953,8.133333333333333,Medium Value
12528.0,2011-01-31 09:05:00,2011-11-30 14:40:00,92,1933.48,304,21.01608695652174,1610.3504657534247,8,6.360131578947368,10.133333333333333,High Value
12530.0,2011-01-07 10:04:00,2011-10-11 12:34:00,66,1662.28,278,25.186060606060607,1266.0653150684932,59,5.979424460431654,9.266666666666667,High Value
12531.0,2011-11-25 11:12:00,2011-11-25 11:12:00,17,125.22,1,7.365882352941177,0.34306849315068494,14,125.22,0.03333333333333333,Low Value
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,16,349.83000000000004,1,21.864375000000003,0.9584383561643837,29,349.83000000000004,0.03333333333333333,Low Value
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,63,1089.18,1,17.28857142857143,2.984054794520548,130,1089.18,0.03333333333333333,Medium Value
12535.0,2011-06-06 12:47:00,2011-09-09 08:48:00,34,716.35,95,21.069117647058825,186.4472602739726,91,7.5405263157894735,3.1666666666666665,Medium Value
12536.0,2011-10-11 14:52:00,2011-10-27 14:20:00,261,12601.830000000002,16,48.282873563218395,552.40898630137,42,787.6143750000001,0.5333333333333333,High Value
12538.0,2011-11-10 17:16:00,2011-11-10 17:16:00,21,363.95,1,17.33095238095238,0.9971232876712327,28,363.95,0.03333333333333333,Low Value
12539.0,2011-01-10 09:11:00,2011-11-17 13:30:00,273,5568.35,312,20.396886446886448,4759.795068493151,21,17.847275641025643,10.4,High Value
12540.0,2010-12-13 09:39:00,2011-11-20 11:31:00,478,13400.24,343,28.03397489539749,12592.554301369863,19,39.06775510204081,11.433333333333334,High Value
12541.0,2011-03-04 09:32:00,2011-11-10 10:40:00,52,981.18,252,18.868846153846153,677.4174246575343,29,3.8935714285714282,8.4,High Value
12544.0,2011-11-03 16:15:00,2011-11-03 16:15:00,19,372.7,1,19.61578947368421,1.0210958904109588,35,372.7,0.03333333333333333,Low Value
12545.0,2011-03-25 12:04:00,2011-09-25 13:39:00,50,1000.39,185,20.0078,507.0469863013699,74,5.407513513513513,6.166666666666667,Medium Value
12546.0,2011-09-23 09:44:00,2011-10-24 12:09:00,69,1161.5,32,16.833333333333332,101.83013698630137,46,36.296875,1.0666666666666667,Medium Value
12547.0,2011-03-04 12:46:00,2011-05-26 12:38:00,8,207.79999999999998,83,25.974999999999998,47.253150684931505,197,2.503614457831325,2.7666666666666666,Medium Value
12548.0,2011-06-26 15:35:00,2011-06-26 15:35:00,5,95.19999999999999,1,19.04,0.2608219178082192,165,95.19999999999999,0.03333333333333333,Low Value
12550.0,2011-09-21 14:35:00,2011-09-21 14:35:00,57,964.83,1,16.92684210526316,2.6433698630136986,78,964.83,0.03333333333333333,Medium Value
12551.0,2010-12-17 11:23:00,2010-12-17 11:23:00,10,168.0,1,16.8,0.4602739726027397,357,168.0,0.03333333333333333,Low Value
12552.0,2011-10-31 12:11:00,2011-11-01 10:02:00,20,437.82,1,21.891,1.1995068493150682,38,437.82,0.03333333333333333,Low Value
12553.0,2011-01-14 10:42:00,2011-12-01 16:38:00,191,3692.28,322,19.33130890052356,3257.2990684931506,7,11.466708074534163,10.733333333333333,High Value
12556.0,2011-07-11 13:35:00,2011-10-20 13:06:00,119,599.56,101,5.038319327731092,165.90564383561642,49,5.936237623762375,3.3666666666666667,Medium Value
12557.0,2010-12-03 12:20:00,2011-11-23 16:59:00,33,11990.960000000001,356,363.36242424242425,11695.292493150686,15,33.68247191011236,11.866666666666667,High Value
12558.0,2011-12-02 10:41:00,2011-12-02 10:41:00,11,269.96,1,24.54181818181818,0.7396164383561643,7,269.96,0.03333333333333333,Low Value
12559.0,2011-01-24 10:12:00,2011-02-02 09:49:00,21,561.71,9,26.74809523809524,13.850383561643836,310,62.412222222222226,0.3,Medium Value
12560.0,2011-07-19 15:55:00,2011-12-04 13:54:00,105,2134.01,138,20.323904761904764,806.8311780821919,4,15.463840579710146,4.6,High Value
12561.0,2011-02-10 11:39:00,2011-02-10 11:39:00,16,238.85,1,14.928125,0.6543835616438356,302,238.85,0.03333333333333333,Low Value
12562.0,2011-05-25 12:44:00,2011-12-01 17:20:00,168,3781.7400000000002,191,22.510357142857146,1978.9379178082195,7,19.79968586387435,6.366666666666666,High Value
12564.0,2011-03-23 14:55:00,2011-03-23 14:55:00,21,456.9,1,21.757142857142856,1.2517808219178082,260,456.9,0.03333333333333333,Low Value
12565.0,2011-02-24 10:34:00,2011-02-24 10:34:00,9,145.92,1,16.21333333333333,0.39978082191780817,288,145.92,0.03333333333333333,Low Value
12566.0,2011-09-14 14:30:00,2011-09-14 14:30:00,19,351.65,1,18.507894736842104,0.9634246575342466,85,351.65,0.03333333333333333,Low Value
12567.0,2010-12-05 11:57:00,2011-11-17 11:02:00,446,9401.28,347,21.079103139013455,8937.655232876712,22,27.093025936599425,11.566666666666666,High Value
12569.0,2011-04-01 13:47:00,2011-12-07 16:24:00,188,4124.69,251,21.939840425531912,2836.430657534246,1,16.433027888446215,8.366666666666667,High Value
12571.0,2011-08-10 12:35:00,2011-10-31 10:19:00,34,519.61,82,15.28264705882353,116.73430136986302,39,6.336707317073171,2.7333333333333334,Medium Value
